Responses,Coding,Count,Pct
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN', 'MCI', 'CN', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'CN', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'MCI', 'CN', 'CN', 'MCI', 'DEM', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'MCI', 'CN', 'MCI', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'MCI', 'CN', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'MCI', 'CN', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'MCI', 'CN', 'MCI', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI', 'CN', 'CN', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'MCI', 'CN', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'DEM', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'DEM', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'DEM', 'Unknown', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'DEM', 'CN', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'Unknown', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'MCI', 'MCI', 'CN', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'CN')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'Unknown')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'DEM', 'Unknown', 'CN', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'DEM', 'Unknown', 'MCI')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'MCI', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM')",cn_mci_dementia,1,0.0
